"business_id","name","city","state","stars","review_count","categories"
"juVJO2kMrHwCYXwQQmv1Tg","Sidekicks Pizza","Indianapolis","Indiana","4.0","45","Sandwiches, Restaurants, Pizza, Salad"
"ifjluUv4VASwmFqEp8cWlQ","Marty's Pizza","Santa Barbara","California","4.0","64","Pizza, Restaurants"
"dk9zGFRJD2RXkHqAmFHOOA","Garage Pizza","New Orleans","Louisiana","4.0","6","American (New), Sandwiches, Restaurants, Pizza"
"4QFqi8w3rlZTcc5LXKyPJw","Chris' Pizza Village Pleasant View","View","Tennessee","4.0","31","Chicken Wings, Italian, Salad, Pizza, Restaurants"
"RsTF2skxLcp6qo9FdnA5PA","Pizza Hut","Langhorne","Pennsylvania","1.5","18","Italian, Restaurants, Fast Food, Chicken Wings, Pizza"
"QZLOM3T6xl7y1Q6zqoqHWg","Freddy's Frozen Custard & Steakburgers","Brookhaven","Pennsylvania","3.5","26","Food, American (Traditional), Fast Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants"
"Jft1PUUQGH4DoC2S1zsABg","Poppy's Ice Cream","Chalmette","Louisiana","4.5","6","Ice Cream & Frozen Yogurt, Food"
"0sr1EyOc6Td1C-962QW88w","La Cucina Italian Eatery","Conshohocken","Pennsylvania","4.0","44","Italian, American (Traditional), Pizza, Restaurants, Cheesesteaks"
"xwSWtJcQkzTF6HNm_IMgcg","Rusty's Pizza Parlor","Goleta","California","2.5","94","Chicken Wings, Salad, Restaurants, Pizza, Italian, Sandwiches"
"V8uKFuHyHKSOWojuhcP-2A","Rita's Italian Ice","Warminster","Pennsylvania","4.0","8","Desserts, Food, Ice Cream & Frozen Yogurt, Shaved Ice"
"O0YHVrUtxbsEhQ4qaWkVaw","Boston Pizza","Edmonton","","2.5","6","Italian, Restaurants, Pizza"
"L9CKPOoI51LNnRW8B1M8CQ","Dot's Dairy Bar","Levittown","Pennsylvania","4.0","9","Ice Cream & Frozen Yogurt, Food, Food Stands, Restaurants, Hot Dogs"
"qma1sGQv7ArUtzuUTQElRg","Katie's Pizza & Pasta Osteria","Town and Country","Missouri","4.0","313","Pasta Shops, Bars, Nightlife, Specialty Food, Cocktail Bars, Breakfast & Brunch, Restaurants, Pizza, Food, Italian"
"hDiCHlTXKGUj1Yh4tq223w","Pasquales","Indianapolis","Indiana","3.0","26","Restaurants, Pizza, Italian"
"Ju5N_-2Jk374uBu4zaxGAA","Yogurt Court","Boise","Idaho","2.5","7","Ice Cream & Frozen Yogurt, Food"
"sophKEDc2rBDe-cuOaJDkA","365 Caffe Italiano","Wesley Chapel","Florida","4.5","127","Breakfast & Brunch, Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Creperies, Gelato, Comfort Food, Sandwiches, Restaurants, Cafes"
"zQ3tnBABoypncWu5oW2bKA","Huddles Frozen Yogurt","Carmel","Indiana","4.5","19","Ice Cream & Frozen Yogurt, Food"
"Mt1FB8hM4XTi3Tk4i0q5gQ","Nicola's Pizza","Lambertville","New Jersey","4.0","54","Restaurants, Pizza, Salad"
"sWCCxY1-9B1FGlSVeQvnHg","CD Roma Restaurant","St Petersburg","Florida","4.0","125","Restaurants, Wine Bars, Italian, Food, Sandwiches, Nightlife, Breweries, Bars, Pizza"
"ZfWVso8VlT0VN14rxVHccQ","Candida's Pizza","Ambler","Pennsylvania","2.5","22","Restaurants, Pizza, Fast Food"
"q2N2KLhAeD0c0p-ryI3uDg","HotBox Pizza","Brownsburg","Indiana","3.5","14","Pizza, Food, Food Delivery Services, Salad, Restaurants, Gluten-Free"
"gI34hM-873fwF1XQ8hOaSg","Joes Pizza and Pasta","Godfrey","Illinois","4.0","17","Salad, Pizza, Restaurants, Italian"
"clOOOBYvd1aUcFxA9uhFjQ","Tony Sopranos Pizza","Florence Township","New Jersey","3.0","21","Pizza, Restaurants"
"Ei0wJeADbNtwvA9CrvknJw","Cocco's Gelateria","Primos","Pennsylvania","4.5","37","Coffee & Tea, Bakeries, Desserts, Food, Ice Cream & Frozen Yogurt"
"LVteL0Rnh2E_yOFCLJUPhg","Double Decker Pizza - Media","Media","Pennsylvania","4.0","88","Pizza, Seafood, Restaurants, Mexican, Italian, Burgers, Salad, Greek, Sandwiches"
"vLT1KtrA9bWvjFOg-0xVIg","Pieology Pizzeria","Goleta","California","3.5","131","Restaurants, Gluten-Free, Pizza, Vegan, Fast Food"
"vo12FJ4dAdP8Jr4ctFYRkg","Painturo's","Mount Juliet","Tennessee","4.0","46","Pizza, Italian, Sandwiches, Restaurants"
"IgNDlyLERBwFGphgcC5VDQ","Cosi","Philadelphia","Pennsylvania","2.5","63","Sandwiches, Vegetarian, Pizza, Food, Coffee & Tea, Delis, Restaurants, American (New)"
"wUEbysNWCtMSQAio6Ktn6Q","Lucianis Pizzeria & GRILL","Fort Washington","Pennsylvania","3.0","22","Pizza, Restaurants, Italian"
"5cz1XbgalpQ89gsNQwneVQ","Portofino's Italian Kitchen","Tampa","Florida","4.0","59","Restaurants, Pizza, Italian"
"HuDNHqKv9n1mWpe4BqCnwA","Minas Pizza","Philadelphia","Pennsylvania","3.0","54","Restaurants, Pizza"
"XQnb4KnTqO-QdvEFYpcwAA","Domino's Pizza","Westwego","Louisiana","2.5","11","Restaurants, Chicken Wings, Pizza, Sandwiches"
"Y2NFeGtConx1qciSPKcRlA","Reginelli's Pizzeria - Closed","New Orleans","Louisiana","3.5","171","Restaurants, Sandwiches, Italian, Pizza"
"0AQJ-QTu7GtxaP4SoD07yA","Sno-La Snowball Lounge","New Orleans","Louisiana","4.5","177","Ice Cream & Frozen Yogurt, Shaved Ice, Food, Desserts"
"slie9368A_rG70_1Wxe50g","Domino's Pizza","Tucson","Arizona","2.5","27","Food Delivery Services, Restaurants, Pizza, Sandwiches, Food, Chicken Wings"
"_NhT0A3LUEd75L_cEXf2_A","Season's Pizza","Wilmington","Delaware","3.0","7","Restaurants, Pizza"
"joeRm-_7T0XTkMdKo2nbaA","Paola's Pizzeria","Wayne","Pennsylvania","4.5","126","Restaurants, Pizza, Italian"
"GfDdZfZeq690h3AS5QbjvA","MOD Pizza","Boise","Idaho","3.5","22","Restaurants, Pizza"
"lj-E32x9_FA7GmUrBGBEWg","Brio Italian Grille","St Louis","Missouri","3.5","366","Bars, Pizza, Nightlife, Cocktail Bars, Italian, Restaurants"
"i6kNeNRrER8ocnpkBJ3wBA","Drexel Hill Pizza & Grill","Drexel Hill","Pennsylvania","3.0","54","Restaurants, Pizza, Salad, Sandwiches"
"p9tB3Fiszn1HMLUE-97K4g","Froyo Fresh","Tampa","Florida","4.0","76","Desserts, Event Planning & Services, Food, Caterers, Ice Cream & Frozen Yogurt"
"CcqPX9PV6vHS7E9rYlgKoA","Racanelli's New York Pizzeria","University City","Missouri","3.5","45","Restaurants, Pizza"
"xtV9pSVUv8sgqAO7Oxoacw","Eh! Formaggio","Indianapolis","Indiana","4.5","6","Restaurants, Pizza"
"fgIAN_Y-hgPq6E-MPZk8vg","Panago Pizza","Edmonton","","3.5","7","Chicken Wings, Pizza, Salad, Food, Food Delivery Services, Restaurants"
"24Rr4ALt3fDNROR5LEgp0g","Imo's Pizza","Godfrey","Illinois","2.5","22","Restaurants, Pizza"
"jWcVzCpSayMyIPMniHpQjg","Amore Mio","Tampa","Florida","4.0","29","Restaurants, Pizza, Italian"
"YnfJv2xUF1GUNORfHAFRFg","Aiello's Pizzeria","Granite City","Illinois","4.0","12","Restaurants, Pizza"
"-JStjL-8mRZq4ov4uI1FaQ","Luberto's Brickoven Pizza","Dublin","Pennsylvania","4.0","96","Restaurants, Pizza, Italian"
"U30ggGzFpXvc2NZYwOW3qg","Mood Cafe","Philadelphia","Pennsylvania","4.5","458","Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food"
"RBI0TYx_VmVa_GhW1LZpuA","Dimaggio's Restaurant","Sherwood Park","","2.5","12","Restaurants, Pizza"
"NKplFLr1UebQxMLQAxALPQ","Tandoor & Tikka","Indianapolis","Indiana","3.5","78","Restaurants, Pizza, Indian, Vegetarian"
"5fvs7pOE6amG17SiPovxjw","Paradise Pizza Cafe","Tampa","Florida","2.5","7","Restaurants, Mediterranean, Pizza, Burgers, Breakfast & Brunch, Turkish, Kebab"
"LEjVZUi2th79XWpW-gHmYA","Venzo's Pizza","Tucson","Arizona","4.0","7","Restaurants, Pizza"
"JWFpjvCc_nkNDVtMPx1ZGg","Bogo SB","Santa Barbara","California","4.5","12","Food, Food Delivery Services, Burgers, Pizza, Caterers, Event Planning & Services, Restaurants"
"8fTaOcdyJwJJtN7dbRNpiw","Video Library","Philadelphia","Pennsylvania","3.5","7","Shopping, Books, Mags, Music & Video, Videos & Video Game Rental, Arts & Entertainment, Food, Cinema, Ice Cream & Frozen Yogurt"
"LC-qVqvkMRmK_ed-SImCXQ","Salvatore's Trattoria & Pizzeria","King of Prussia","Pennsylvania","3.5","38","Pizza, Italian, Restaurants, Sandwiches"
"WMI3BjDby0U-IF6NnN0SXA","Cherry Hill Pizza","Cherry Hill","New Jersey","3.0","27","Restaurants, Pizza"
"902y4z16-TKyS9UcThCGYA","MRCKA's Dojo Pizza","Saint Louis","Missouri","4.0","10","Italian, Restaurants, Pizza"
"iq0qAJ2Oc3myUTTMLseTXA","Lorenzo & Sons Pizza","West Chester","Pennsylvania","3.5","71","Restaurants, Pizza"
"WQ832PDnsDshhbQFm83ISg","Villagio Cinemas","Tampa","Florida","3.0","285","Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars"
"aJpDjaMVhWZRLdwZtqQjEg","T.H.I.S. Place","Edmonton","","4.5","24","Ice Cream & Frozen Yogurt, Vietnamese, Desserts, Food, Coffee & Tea, Restaurants"
"5PDNXMquh1C9E089G1RY2g","Ob's Pizza Pub & Eatery","Indianapolis","Indiana","3.5","10","Nightlife, Pubs, Pizza, Bars, Restaurants, American (Traditional), Music Venues, Arts & Entertainment, Dance Clubs"
"UJE-f8gVEB2za5QPZd_wVw","Pizza Hut","Kenner","Louisiana","2.0","16","Italian, Fast Food, Chicken Wings, Restaurants, Pizza"
"TTsBa6e2qgIEkiFQfYLmYA","Twistee Treat - New Tampa","Tampa","Florida","3.5","70","Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, American (Traditional), Food, Desserts, Hot Dogs, Restaurants"
"ws-gbVjt56zCQC-CR5pjTQ","Dunkin'","Ruskin","Florida","2.5","29","Coffee & Tea, Bagels, Ice Cream & Frozen Yogurt, Food, Donuts"
"gv9IWG3dejsacl6xPG-yyg","Little Caesars","Franklin","Tennessee","2.0","14","American (New), Restaurants, Food, Pizza"
"Pb5agnsD9EdCl6yuZp2jJA","O Sole Mio","Philadelphia","Pennsylvania","4.5","85","Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian"
"XsjesLpDVSToQIxSeON70A","Pizza Hut","Reno","Nevada","2.0","48","Chicken Wings, Fast Food, Restaurants, Pizza, Italian"
"-sSGKR1V1oBm7BJicIXozg","Barra Rossa Ristorante & Wine Bar - Downington","Downingtown","Pennsylvania","3.0","100","Gluten-Free, Wine Bars, Restaurants, Italian, Pizza, Nightlife, Bars"
"-97632CUoOkJ8x4AlkPJxQ","Abner's Pizza & Grill","Woodlyn","Pennsylvania","1.5","5","American (Traditional), Pizza, Food, Restaurants"
"T57pARC36apZzr3CSCs4-w","Surf and Turf Kitchen","Lahaska","Pennsylvania","3.5","25","Pizza, Seafood, Restaurants, American (Traditional), American (New)"
"fKDV_dlDhXd7P5kZi97Kng","The Spot","Philadelphia","Pennsylvania","3.0","80","Breakfast & Brunch, Pizza, Greek, Restaurants, Food"
"m6KZGTxRb9_ZyDpB1G6O1Q","Freddy's Frozen Custard & Steakburgers","Marana","Arizona","3.5","112","Food, Burgers, Ice Cream & Frozen Yogurt, American (Traditional), Desserts, Restaurants"
"Ktw3a8hXOKL00UCk_1nSEQ","Bully's Sports Bar & Grill","Sparks","Nevada","2.5","126","Nightlife, Sports Bars, Bars, American (Traditional), Pizza, Restaurants"
"ZJC0ONdxmIlwidXd8E0fXg","BoomBozz Craft Pizza & Taphouse","Nashville","Tennessee","3.5","57","Sports Bars, Nightlife, Sandwiches, Breakfast & Brunch, Pizza, Restaurants, Bars"
"bwlSGCjYLNwzXVD9CB_8EA","Hugs & Yogurt Cafe","Willow Grove","Pennsylvania","4.0","15","Ice Cream & Frozen Yogurt, Cafes, Juice Bars & Smoothies, Coffee & Tea, Food, Restaurants, Desserts"
"78e90HO_R40SyzBr4fnHSA","Primanti Bros - Indianapolis","Indianapolis","Indiana","3.5","221","American (New), Bars, Sandwiches, Salad, American (Traditional), Restaurants, Pizza, Sports Bars, Nightlife"
"J1duow_JpO47UuqnrY_LaA","Little Caesars Pizza","Tucson","Arizona","2.0","10","Pizza, Restaurants, Fast Food"
"hWETQd1m9UVNGyQ-iJhIbA","Sangarlo's Pizza","Brooklawn","New Jersey","2.5","7","Italian, Restaurants, Pizza"
"NouhbGP5s17DZ9hExLYAkA","Dairy Queen","Philadelphia","Pennsylvania","2.0","6","Food, Ice Cream & Frozen Yogurt"
"cLlBDZxYJ1dt1JgMuZnXew","Olly","Philadelphia","Pennsylvania","4.0","51","Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars, Restaurants"
"k7oZJB7BSx37e-masOmiLQ","Hattie Jane's Creamery","Nashville","Tennessee","4.5","7","Food, Ice Cream & Frozen Yogurt, Restaurants, Desserts"
"vol4SJXerqyi3IEIDucVRQ","Hilldale Kitchen","Darby","Pennsylvania","3.5","9","Food, Beer Bar, Bars, Nightlife, Restaurants, Cheesesteaks, Chicken Wings, Pizza, Beer, Wine & Spirits"
"CILklubZslDuVUMh2c55_A","Pizza Hut","Metairie","Louisiana","2.5","17","Pizza, Food Delivery Services, Food, Fast Food, Italian, Restaurants, Chicken Wings"
"SZgkdhd837HkbtVFVmSMXw","Guido's Italian Restaurant","Spring Hill","Florida","3.5","128","Pizza, Restaurants, Italian"
"7biQIoyOEMcBGUw106UeOQ","Domino's Pizza","Morrisville","Pennsylvania","1.5","31","Restaurants, Sandwiches, Chicken Wings, Pizza"
"YdeBit_K6FQ7ye1bNtDm2A","Jack's Pizza","Indianapolis","Indiana","2.5","7","Restaurants, Pizza, Food, Food Delivery Services"
"p21PCK17H3WL56KSr4Ykig","ABC Pizza House","Tampa","Florida","4.0","121","Restaurants, Pizza"
"A0F-h3xJm_6gHDKcDQwSrQ","Capogiro Gelato","Philadelphia","Pennsylvania","4.0","252","Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food"
"4-y4Jj8hNuVIFktoYnm3-Q","Bella Pizzeria","Indianapolis","Indiana","3.0","66","Pizza, Restaurants"
"YNAjAJFVqbbQsWBu10keGw","Cakes Plus","Tampa","Florida","4.0","27","Desserts, Cupcakes, Ice Cream & Frozen Yogurt, Food, Bakeries"
"lyFk5UsYV-qWEuv9lJZ06g","Yogoluv","Saint Louis","Missouri","3.5","21","Ice Cream & Frozen Yogurt, Food"
"YCwWrnOh8qUmQbgQ4p02AA","Alfredo's Pizza","Broomall","Pennsylvania","4.5","79","Restaurants, Pizza"
"SjLYEsv94TjmSjG2Fc2piQ","Pizzarella Grille","Bryn Mawr","Pennsylvania","3.5","58","Restaurants, Pizza, Italian, Pasta Shops, Specialty Food, Food"
"fsPqRDDG2igV63nP89xWUA","Concord Steaks","Chadds Ford","Pennsylvania","3.5","33","Pizza, Barbeque, Salad, Restaurants, Sandwiches"
"OAkcBAwedonnwT3Wf_DqTw","Parks Place Pub","Fishers","Indiana","4.0","52","Casinos, American (Traditional), Pizza, Arts & Entertainment, Sports Bars, Bars, Nightlife, Restaurants"
"NcO-pWiZmNM5zBg8H9zB6Q","La Tavola Ristorante Italiano","Smyrna","Tennessee","4.0","191","Food, Pizza, Event Planning & Services, Italian, Caterers, Restaurants"
"y7ZMH724MaQMW3yn5QbtiQ","Papa Murphy's","Boise","Idaho","2.5","16","Restaurants, Pizza"
"VzKca5jeWbfDeqzZZRElzQ","California Shakes & Juice Bar","Deptford Township","New Jersey","5.0","6","Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Coffee & Tea"
"bKppmYKQ_-9cpp2yziB-Qw","Lincoln Chicken Pizza And Grill","Philadelphia","Pennsylvania","2.5","20","Cheesesteaks, Chicken Wings, Restaurants, Pizza"
"4ZVApGFcZ-mPVGKqZWRqvg","Pizza Hut","New Orleans","Louisiana","2.5","12","Chicken Wings, Restaurants, Pizza, Italian"
"EK4lynYPnlI_dqvWDVaOfw","Little Caesar's Pizza","Indianapolis","Indiana","3.0","7","Restaurants, Pizza"
"Uuzewy2CLg_XCekRhA0PIg","The Comedy Bar","Nashville","Tennessee","4.5","6","Restaurants, Pizza, Bars, Nightlife, Comedy Clubs"
"0sEQcUD5WEdwBJBXavafHA","Pina's Pizzaria","Chalfont","Pennsylvania","4.0","26","Pizza, Restaurants"
"F3dxQiOwN55rSLw-BNSq6A","Sweet Alley","Goleta","California","4.0","51","Acai Bowls, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Bubble Tea, Desserts, Food"
"Xsvi9wYhD7u5XrK2EKDd8w","Five Star Pizza","Tampa","Florida","4.0","95","Pizza, Restaurants"
"laV1qL3qhGFOfkPbHo3SVQ","Joe Boccardi's Ristorante","Fenton","Missouri","3.5","40","Food, Chicken Wings, Pizza, Pasta Shops, Italian, Restaurants, Sandwiches, Caterers, Event Planning & Services, Salad, Specialty Food"
"2rQFgavS-942RapZTBSBTw","Gullifty's Restaurant","Bryn Mawr","Pennsylvania","3.0","270","Italian, Pizza, Restaurants, American (Traditional), Bars, Nightlife, American (New)"
"98mYebjHN_VXZapVm8Nmqg","SWEGS Kitchen - Mid-City","New Orleans","Louisiana","4.0","67","Cafes, Burgers, Comfort Food, Restaurants, American (New), Sandwiches, Breakfast & Brunch, Pizza, Gluten-Free"
"SKW1zA4nY_SPKkQPmXNHoA","Toppers Pizza","Carmel","Indiana","3.5","70","Food, Pizza, Restaurants, Chicken Wings, Desserts"
"BiEnQa8rVNtdCzuqOcQoQw","Pizza Hut","Eagle","Idaho","2.5","6","Pizza, Italian, Chicken Wings, Restaurants"
"5pCDh3Tq3WzQau79hfJbsA","Brooklyn Pizza & Cafe","Nashville","Tennessee","3.5","69","Restaurants, Chicken Wings, Food Delivery Services, Pizza, Italian, Sandwiches, Greek, Food"
"ZoV8kXQopyz24dJBlFByRA","Imo's Pizza","Saint Louis","Missouri","3.0","10","Professional Services, Restaurants, Food, Food Delivery Services, Business Consulting, Pizza"
"mY02hIpeZSVCaWObvvyECA","The Good Pie","Saint Louis","Missouri","4.0","126","Restaurants, Pizza"
"sqCUiy9gTgfROmjX6KOHXA","Rosa Pizza","Ewing Township","New Jersey","2.5","10","Restaurants, Pizza"
"zQ4yPiqoyMtoohGpEip7zw","The Growler Guys","Reno","Nevada","4.0","75","Breweries, Nightlife, Chicken Wings, Pizza, Food, Restaurants, Beer Gardens, Pubs, Bars"
"5p27FvnOgrDs-i6dHccC0g","Clementine's Naughty and Nice Creamery","St. Louis","Missouri","4.5","66","Ice Cream & Frozen Yogurt, Food"
"UGebrYgNZrMzbGbcI01JWA","Hiccups & Churroholic","Tampa","Florida","4.5","108","Juice Bars & Smoothies, Restaurants, Chicken Wings, Food, Asian Fusion, Ice Cream & Frozen Yogurt, Desserts"
"cwSlDlrmK1qlOWH9zDuNKQ","Domino's Pizza","Marlton","New Jersey","3.5","24","Chicken Wings, Restaurants, Sandwiches, Pizza"
"5mgI6ZNWbWICn84OiRpczQ","Roundabout Market And Bistro","Reno","Nevada","4.0","10","Steakhouses, American (New), Restaurants, Pizza, Italian"
"cOXVi0GEeQC6m8SN0Q522g","Sal & Pat's Pizza","Bellmawr","New Jersey","2.5","19","Cheesesteaks, Restaurants, Pizza, Chicken Wings"
"o4_cgIKWgvJ09TZeSzARmg","Quality Pizza","Philadelphia","Pennsylvania","3.0","19","Restaurants, Pizza"
"IDGg4Ax0iMYBtSKRP0tBbg","Germantown Pizza","Philadelphia","Pennsylvania","3.0","20","Pizza, Restaurants, Italian, Desserts, Food"
"V4lqQdll3_TAEtkrHDYbAA","Italia Pizza & Pasta","Goleta","California","3.5","24","Italian, Pizza, Food, Restaurants, Beer, Wine & Spirits"
"lkJki8fwC_RX9819nzfkCA","Supremos","Willingboro Township","New Jersey","3.0","7","Italian, Restaurants, Pizza"
"0z-unL2UdJn40PYiou2bnQ","Manny's Sicilia Pizza","Palmyra","New Jersey","3.5","37","Restaurants, Italian, Pizza"
"wuv3jE5Lc23TcfC70qu-Mg","Subway","Nashville","Tennessee","1.5","8","Restaurants, Pizza, Sandwiches, Fast Food"
"RdCkOekwvalnr6krftX46g","Fratelli","Warrington","Pennsylvania","3.0","8","Pizza, Restaurants"
"dEpvByPMG0BZ3E9JOem0NQ","Boston Pizza","Beaumont","","3.0","10","Restaurants, Italian, Pizza"
"TPkwQL43WA79mQ7Gnx9XQw","Domino's Pizza","Saint Louis","Missouri","3.0","12","Pizza, Chicken Wings, Restaurants, Sandwiches"
"7sKfrJmjG6unAQeWdQUe2w","Franzone's Pizzeria & Restaurant","Philadelphia","Pennsylvania","3.5","110","Pizza, Restaurants"
"pXb7pDVPayyElIqVlh1FOg","Brown Chicken Brown Cow","Philadelphia","Pennsylvania","4.0","5","Ice Cream & Frozen Yogurt, Coffee & Tea, Food"
"1feuZITxuTrl9mr7V11kwQ","Frost Gelato","Tucson","Arizona","4.5","217","Coffee & Tea, Desserts, Gelato, Food, Ice Cream & Frozen Yogurt"
"42IIF87kg1Ay4AeS6r9SOQ","Pizza Hut","Indianapolis","Indiana","2.0","19","Pizza, Chicken Wings, Restaurants, Italian, Fast Food"
"cCdnFulR-jzwPwOOzlLUGA","Elmer Twist","Elmer","New Jersey","5.0","6","Food, Ice Cream & Frozen Yogurt, Local Flavor"
"71q2UD1A7KL2q4AA8mPobQ","Urban Eats","Saint Louis","Missouri","4.0","88","Pizza, Vegan, Food, Home Services, Coffee & Tea, Vegetarian, Real Estate, Sandwiches, Kitchen Incubators, Delis, Restaurants, American (New), Southern, Bakeries"
"i221dg3tgAMZLG-zeS5k3g","Menchie's Frozen Yogurt","Philadelphia","Pennsylvania","4.0","19","Food, Desserts, Do-It-Yourself Food, Ice Cream & Frozen Yogurt"
"_4VrDSmqabnuqwaQlOI6-w","IHOP","Florissant","Missouri","2.5","34","Breakfast & Brunch, American (New), Food, American (Traditional), Restaurants, Ice Cream & Frozen Yogurt, Burgers"
"AzseSGgDC6bVtMPEYo1CNQ","Creole Creamery","New Orleans","Louisiana","4.5","921","Food, Ice Cream & Frozen Yogurt"
"uxJRSGuOpTv4g7U7gWANyw","Pizza Hut","Clearwater","Florida","3.0","9","Chicken Wings, Fast Food, Restaurants, Italian, Pizza"
"TO_Ha3HG_qETaDN8-yOVxg","Penllyn Pizza","Blue Bell","Pennsylvania","2.5","23","Restaurants, Pizza"
"rLSnt_I-JBH6f1kQ2j0uFg","Aston Pizza Company","Aston","Pennsylvania","3.5","34","Restaurants, Pizza"
"fRdJbbQk05UctAAX8v4uFA","Marco Polo's Pizza","Nashville","Tennessee","2.0","28","Burgers, Pizza, Restaurants"
